Model,Misspelled,Correct,Suggestions
Edit Distance,සංයොජන,සංයෝජන,"සංයෝජන, ගොවිජන, ජන, දුර්ජන, පොදුජන, භෝජන, මහජන, සංඝටන, සංචලන, සංචේතන, සංයුජනය, සංයුඤ්ජන, සංයෝජක, සංයෝජනය, සංලග්න, සංලීන, සංවහන, සංවේතන, සංහනන, බෝජන, ෂංයෝජන, සංකීර්න, සංචරන, සංචළන, සංයෝජඛ, සංයෝජණ, සංසරන, සංළග්න, සංළීන, අංජන, සහජන, සාධුජන, සුජන, සුළුජන, හරිජන"
